"","text","screen_name","user_id","created_at","favourite_count","retweet_count","location","followers_count","friends_count","account_lang"
"130","RT @kylegriffin1: House Democratic Caucus Chair Hakeem Jeffries: ""House Democrats are the party of crushing the coronavirus and providing r…","h1ojo",1369486164709801984,"2021-03-10 03:12:00",0,1315,"Washington DC",278,2049,NA
"131","RT @SUJU_VotingTeam: [ 𝐓𝐇𝐄 𝐑𝐄𝐍𝐀𝐈𝐒𝐒𝐀𝐍𝐂𝐄 𝐂𝐎𝐌𝐄𝐁𝐀𝐂𝐊 𝐆𝐎𝐀𝐋𝐒 ]

Check out the defined goals for 'House Party' release.

Let's all work hard to rea…","mintblownn",1369486164013379584,"2021-03-10 03:11:59",0,189,"Malaysia",342,641,NA
"132","RT @jbouie: it’s a worker’s party now","WillummmB",1369486164000968704,"2021-03-10 03:11:59",0,81,"ATL",295,1839,NA
"133","@WisePaxCat The pro life party, right?","jerdog44",1369486163736555520,"2021-03-10 03:11:59",0,0,"",2818,4993,NA
"134","RT @LifeNewsHQ: You can't be the party of science when you think babies are clumps of cells.","lindamac12steps",1369486162662858752,"2021-03-10 03:11:59",0,113,"Arizona, USA",11752,11589,NA
"135","RT @KobiesArchers: What is up party people!!!

HAPPY 3MONTHS KODREA","KobieSpikers",1369486162612514816,"2021-03-10 03:11:59",0,4,"Manila City, National Capital ",311,240,NA
"136","RT @vintagefoods_: yall aint never been to a party before? https://t.co/9W87ql4rH0","Bungyg0rl",1369486162277044224,"2021-03-10 03:11:59",0,382,"",223,999,NA
"137","RT @sadsteelersguy: @BesharmKutti I’m a dem and it’s just stupid asf to hate republicans because of their party identity. If that’s how you…","BamWrld_",1369486159794106368,"2021-03-10 03:11:58",0,2,"",48,55,NA
"138","RT @hugolowell: House Dem Caucus Chair Hakeem Jeffries: “House Dems are the party of crushing coronavirus and providing relief. House Repub…","bejaha",1369486158862970880,"2021-03-10 03:11:58",0,229,"Texas",23813,26120,NA
"139","@archiivsts A party","ZeRoyalFake",1369486158061780992,"2021-03-10 03:11:58",0,0,"Ra, 21+ RP",306,266,NA
"140","Today, March 9th in 1990, HOUSE PARTY debuted.  There's a great story about the whole franchise at… https://t.co/mvnEYCHcGs","AFlyGuy",1369486157554196480,"2021-03-10 03:11:58",0,0,"The Booth",3906,1005,NA
"141","RT @RadicalEleanor: ""The Black Panther Party allowed me to have a more developed view on what freedom might look like.""

Anarchist Panther…","GreggWmHill",1369486157193617408,"2021-03-10 03:11:58",0,9,"",144,143,NA
"142","RT @CassyWearsHeels: You can't be the party of science when you think there are 137 gedners.","____devnull",1369486157004877824,"2021-03-10 03:11:58",0,13,"Texas",679,1720,NA
"143","RT @rekastner: ""The @DNC establishment...moved $450,000 out of the party’s coffers,"" so that Dem progressives who just won in Nevada would…","Mischiefrus1",1369486155641716736,"2021-03-10 03:11:57",0,7,"Virginia, USA",589,1255,NA
"144","RT @Haraprasad_: You already became history for the Congress Party 😂

Here is the latest survey and you can see the result. And I suggest y…","stanalb",1369486154261663744,"2021-03-10 03:11:57",0,78,"Mumbai, India",8373,7654,NA
"145","@ProgIndependent @KyleKulinski If the other party you need to work with is the GOP ..","CantgetNunn",1369486154072952832,"2021-03-10 03:11:57",0,0,"New Westminster, BC",119,831,NA
"146","RT @QuincyTrendOFC: Twitter Party Game Number Three! 

• First 100 hundred replies using our tagline.
• Three words per reply

Prize:
KUMU…","wydadrienne",1369486152768442368,"2021-03-10 03:11:57",0,3,"",60,151,NA
"147","RT @thehill: Rep. Hakeem Jeffries: ""The party of the American Rescue Plan versus the party of Marjorie Taylor Greene, Ted Cruz, and Dr. Seu…","moocowsue",1369486152231751680,"2021-03-10 03:11:57",0,33,"",223,615,NA
"148","REQUEST @arashi5official @MTV #FridayLivestream  

Please play ""Whenever You Call"" by ARASHI.

        🌸🌸🌸… https://t.co/cvjEco9ixu","ya_masaki2410",1369486151183048704,"2021-03-10 03:11:56",0,0,"",489,863,NA
"149","Every time @reb3lboytroy first check in I will send a damn search party on his ass! Love this ghosting ass mf! I ca… https://t.co/bXi2e16NJp","tscottjr30",1369486150709243904,"2021-03-10 03:11:56",0,0,"",18234,2288,NA
"150","RT @Crispens87: @AdamParkhomenko @MarleneClarkin @TimRyan Gave him a follow after seeing this...THIS is what our party needs. Stand up, be…","MarleneClarkin",1369486150159790080,"2021-03-10 03:11:56",0,1,"",2719,4834,NA
"151","@jzakoor Is there a way for us to play party lobby?","richeymanic",1369486150126206976,"2021-03-10 03:11:56",0,0,"90210",596,628,NA
"152","REQUEST @arashi5official @MTV #FridayLivestream 

ARASHI is our greatest POP STAR ever

Di-Li-Li
Future
Party Start… https://t.co/6aTFCSTUI5","AkeWind04",1369486147529809920,"2021-03-10 03:11:56",0,0,"",700,746,NA
"153","RT @joycebagala1: As one of the 57 @NUP_Ug MPs-elect had the absolute honour of meeting our party President @HEBobiwine at his home in Mage…","officialmed4y",1369486147139772416,"2021-03-10 03:11:55",0,469,"Kampala, Uganda",915,64,NA
"154","@pingukyungg ha rnb party? rnb siapa??","yoregom",1369486146561056768,"2021-03-10 03:11:55",0,0,"Ø6l, ",2156,2137,NA
"155","@Billy47490054 @littlered_ace @Manyfeathers2 @NormalGuy223 Flush your vote what every imaginary party you want.  To… https://t.co/2nww68djag","jmclennan8",1369486146191855616,"2021-03-10 03:11:55",0,0,"",6588,7139,NA
"156","RT @fausutooo: BanG Dream! Girls Band Party! https://t.co/rcSFUEyHtO","aoisblu",1369486142593134592,"2021-03-10 03:11:54",0,10,"💟catgirl gf: camie",176,258,NA
"157","RT @SenTedCruz: The United States and our allies have to confront the reality and extent of the Chinese Communist Party’s erosion of Hong K…","SuenDennis",1369486141829771264,"2021-03-10 03:11:54",0,333,"",27,65,NA
"158","RT @ProudSocialist: So Lincoln Project grifted $60 million to move the Democratic party further right, Brooklyn Dad grifted $60,000 to twee…","CarolineSUSPEN",1369486140072288256,"2021-03-10 03:11:54",0,233,"",1601,1668,NA
"159","Dem Party apparatchik we won't forget you. https://t.co/7JVgBDcGST","fairleft",1369486139866906624,"2021-03-10 03:11:54",0,0,"Chicago",498,444,NA
"160","Does your Life hold more knowledge than which political party you belong to
media is boring w NO investigative repo… https://t.co/XrJgPDGw2x","8extremes",1369486139627728896,"2021-03-10 03:11:54",0,0,"",4569,2595,NA
"161","He started his own party https://t.co/Eh1YpPc9Qh","RealBitchIsBack",1369486137983524864,"2021-03-10 03:11:53",0,0,"I Wont Be Silent",3967,3981,NA
"162","RT @TheDailyEdge: More than half a million dead. Millions of families facing hunger and eviction. The Republican Party is more committed to…","dannycharles12",1369486136427433984,"2021-03-10 03:11:53",0,145,"Riverside,Ca.",1203,1028,NA
"163","Come hangout with me &gt; Party Music on #BIGOLIVE https://t.co/7nLxdgk8p4 https://t.co/sCT06wOAbV","rahimfamyan1983",1369486135978758144,"2021-03-10 03:11:53",0,0,"IRAN",49,583,NA
"164","RT @Satyanewshi: #BengalElections2021 Trinamool in trouble in Bhangar . Bhangar block no 2 President Arabul Islam has quit the party , now…","Avyukt_23",1369486135118893056,"2021-03-10 03:11:53",0,28,"Karnataka ",181,1399,NA
"165","RT @thomaskaine5: Republican Senators are deciding to retire, rather than remain in the Trump-owned Republican Party that has fought so har…","Joe_Blue61",1369486134133338112,"2021-03-10 03:11:52",0,11,"Kansas City, MO",4026,4958,NA
"166","@RodolfusGiotto @Forbes @IlhanMN Only if the Democratic Party ends the filibuster, which we have to push them to do.","JonahFurman",1369486133269258240,"2021-03-10 03:11:52",0,0,"",9571,2314,NA
"167","RT @KabarHtoo1: @YourAnonCentral @pmyatz In No.3 Thanthumar St,Ward-19,Hlaingtharyar township,a member of NLD party was hacked by a group o…","ChueWaiPhyo",1369486133097345024,"2021-03-10 03:11:52",0,1,"",87,217,NA
"168","RT @JspSatheesh: Thank you @PawanKalyan Sir for Appointing me as a district incharge.I will put all my efforts to carry forward our party i…","GOPI_GPM",1369486132812087296,"2021-03-10 03:11:52",0,304,"Hyderabad, India",672,1341,NA
"169","@Ktp27051976 @Milliganreports Are you asking if I am aligned with any political party? No absolutely not,but everyb… https://t.co/8U3ZVFFC0u","MBoonkert",1369486130249277440,"2021-03-10 03:11:51",0,0,"Snowy Mountains Region",30,170,NA
"170","@katherineOma Have you seen the sudden rush from Republicans to 'finish Trumps wall' or to 'kill or punish' women w… https://t.co/u5aZLUZvxD","BrelazMichelle",1369486128391221248,"2021-03-10 03:11:51",0,0,"",282,386,NA
"171","RT @imtobIame: 5sos left modest lets have a party https://t.co/OR15OcXJo4","talkfast1996",1369486127841701888,"2021-03-10 03:11:51",0,14,"",206,233,NA
"172","RT @SaketGokhale: PS: 

This blatant lying also happens because mainstream interviewers &amp; reporters NEVER ask the ruling party to provide s…","Z_P_Special",1369486127011299328,"2021-03-10 03:11:51",0,838,"Undiscover World,",14906,780,NA
"173","#Just Tell Me One Thing, What Eaier CM of Any Party Did For Youths, Jobs, State future, all worked for themselves a… https://t.co/VCufD1KOJs","DhirandraSawan",1369486125622988800,"2021-03-10 03:11:50",0,0,"dehradun",1387,421,NA
"174","RT @nytimes: A coalition of liberal candidates in Nevada backed by the local Democratic Socialists of America chapter overtook the leadersh…","EdHeadington",1369486125534904320,"2021-03-10 03:11:50",0,57,"California, USA",1250,4853,NA
"175","RT @balloon_wanted: All 10 tracks from SUPER JUNIOR's 10th album ""The Renaissance"" has been approved by KBS broadcasting standards

SUPER J…","kyuhyunsenpai",1369486124243021824,"2021-03-10 03:11:50",0,421,"Kyuhyun devotee club",337,257,NA
"176","RT @FCPorto: Party like a 🔥𝓓𝓡𝓐𝓖𝓞𝓝 🔥

#FCPorto #JUVEFCP #UCL https://t.co/AEUkUX9MK7","xnotblurryfacex",1369486122729017344,"2021-03-10 03:11:50",0,276,"1893",1470,553,NA
"177","RT @CRAVITYChart: We reach Top #9 Worldwide trends in 25 mins into Trend Party. Keep Tweeting to reach Top 5 if possible.

BAD HABITS VIDEO…","hamaknaezpark",1369486122192044032,"2021-03-10 03:11:50",0,90,"x1, oneit. 19y.o.she/her",603,1171,NA
"178","RT @sunniie_art: Neil doodles on my biology Homework, been thinking of redesigning him a little- not completely sure if I'll stick with thi…","wurmple_party",1369486121005031424,"2021-03-10 03:11:49",0,2,"Upland, CA",153,889,NA
"179","@Linknode69 Hey fren, your raw honesty really speaks to me. It can seem like it's one big party on here, but we're… https://t.co/9nGbKWIX70","tom_cavanagh",1369486118735859712,"2021-03-10 03:11:49",0,0,"Melbourne, Victoria",49,444,NA
"180","Shout out to the haters (you know who you are) but real shout out to the developing NL party in the megs simulator… https://t.co/f8IZvNS0mf","boyettemegs",1369486117754576896,"2021-03-10 03:11:48",0,0,"Baton Rouge, LA",84,248,NA
"181","@femqu3 @Scobber It’s a mindset. It’s the need to control! Close minded bigots who will follow the narrative of any… https://t.co/pv9lLtOgu9","GirlRicho",1369486116701663232,"2021-03-10 03:11:48",0,0,"Melbourne, Victoria",698,2382,NA
"182","@smartdissent Add this: the Republican Party is the party bent on voter suppression! That is Anti-Democratic and a… https://t.co/ELmNjt5OO9","bloomimgdale",1369486116160671744,"2021-03-10 03:11:48",0,0,"United States",257,1114,NA
"183","RT @GPrime85: What Andrew Cuomo teaches us about the Democrat party:

✅ Sending 15,000 elderly people to their deaths
⛔ Having no game","OldSoldierRadio",1369486114143272960,"2021-03-10 03:11:48",0,73,"Fort Hood, TX",228,491,NA
"184","@DellDurant4 I was a Democrat too for the last 2 decades-but I left the party and you should too.","SFMommyDearest",1369486111668539392,"2021-03-10 03:11:47",0,0,"California SOS",605,633,NA
"185","RT @SocialistMMA: First there was Russiagate 

Now liberals are claiming Andrew Cuomo is only being targeted to protect Trump 

Liberals an…","dreqqus",1369486110158688256,"2021-03-10 03:11:47",0,216,"Tar Pits or Time Portal",135,487,NA
"186","BLOODSTOCK is working to bring you the very best metal party possible this August, but due to the ongoing issues an… https://t.co/SwDIUU9gIz","VT_rocks",1369486109621825536,"2021-03-10 03:11:47",0,0,"",130,416,NA
"187","RT @JoxicTager: One DLC Left after this and it's the fun one o/ Let's party owo https://t.co/uOIjkhFOhB","NinjaNelo_",1369486109575553024,"2021-03-10 03:11:47",0,1,"Yakima, WA",180,528,NA
"188","@ismarkkolyan @KolyanaIreena @middle_mood Well you're doing pretty well in our universe in being one of the few onl… https://t.co/X4WMFrSw8Q","Triangle_Art_JW",1369486108573114368,"2021-03-10 03:11:46",0,0,"Las Vegas, NV",3068,1196,NA
"189","It wouldn't be a party without you #BIGOLIVE &gt; #support SPRING FLING PK .    https://t.co/O0bXfFpAkw… https://t.co/yegYpjmzdC","SevenMitchell",1369486107453370368,"2021-03-10 03:11:46",0,0,"Baltimore, MD",1462,81,NA
"190","Never underestimate my inability to party play! #jumibot","kumishoots",1369486105758724096,"2021-03-10 03:11:46",0,0,"Lagendia",33,31,NA
"191","RT @MisterD78UK: One thing I love about this place is you log on and even if you're not having the greatest day you can be safe in the know…","greatwetnoodles",1369486104202674176,"2021-03-10 03:11:45",0,31,"",7,197,NA
"192","I’m sorry but #Lebron nor anyone else for that matter can persuade some of these grown ignorant people to wear a ma… https://t.co/ij5KomTZzD","lala1908__",1369486104043388928,"2021-03-10 03:11:45",0,0,"Atlanta by way of Nashville",39,236,NA
"193","RT @seriousfunnyguy: BSP Bahujan Samaj Party MLA Md Iqbal's property worth 10970000000/- attached by Enforcement Directorate @dir_ed.

Imag…","amit94325307",1369486103762194432,"2021-03-10 03:11:45",0,507,"Haryana, India",933,2880,NA
"194","Man Khloe ain’t having no 1st bday party","Nonnielol",1369486098875965440,"2021-03-10 03:11:44",0,0,NA,NA,NA,NA
"195","RT @PFTompkins: I bet the details are that the bear becomes very tedious at a party https://t.co/w6hD4GeN4U","Simonjenkin",1369486098666291200,"2021-03-10 03:11:44",0,65,"Manchester",834,1013,NA
"196","RT @julepandme: @cusackdr @eclecticbrotha This. BS was the Trogan Horse. He said several times over the yrs he hated the Party (even tho he…","melsonite",1369486096095182848,"2021-03-10 03:11:43",0,1,"",1904,2718,NA
"197","RT @AgTerzo: ""Berniecrats, some of whom still can’t get over the Vermont senator’s 2016 caucus loss here, who seem more skilled at inane Tw…","slkpca",1369486095348469760,"2021-03-10 03:11:43",0,37,"",1114,1187,NA
"198","RT @LanceForman: So let’s get this straight.

Meghan sued the Mail and won because they revealed private correspondence with her dad withou…","mackette52",1369486092819382272,"2021-03-10 03:11:43",0,574,"Poconos, USA  ",4850,5443,NA
"199","RT @Lwin11898228: NLD member Ko Zaw Myat Linn arrested on 8 Mar and on 9 Mar morning family was informed he is dead. Targeting &amp; intentiona…","Nyein1511996",1369486091997306880,"2021-03-10 03:11:42",0,5,"United States",60,123,NA
"200","I hope the girl who sat next to us during the MX Christmas Party 2019 is having a good day.","shinjieatcurry",1369486091221225472,"2021-03-10 03:11:42",0,0,"crushing it since 199x",65,125,NA
"201","RT @pk3vk: Contesting on our Party symbol for the first time after 2019 elections. Time to show &amp; know our strength in Municipalities &amp; Cor…","Dp_Jsp",1369486088838914048,"2021-03-10 03:11:42",0,202,"Bhadrachalam, India",1309,1706,NA
"202","RT @karimnas_: Jakarta closer to rule of one party https://t.co/RRmOoeMM5b","cdhsrm",1369486086259445760,"2021-03-10 03:11:41",0,133,"The Shed End",767,445,NA
"203","RT @SenBobCasey: The next time Republicans tell you they’re the party of the working class, remember what they did, not what they say. Than…","avgusergirl",1369486086175682560,"2021-03-10 03:11:41",0,201,"North America and Europe ",629,355,NA
"204","@Lelolai2 Nope, there is clearly a sexpest-positive wing of the Democratic party. One way to suss them out is ask t… https://t.co/dU0KA3dVIc","khneori",1369486085907247104,"2021-03-10 03:11:41",0,0,"Troy, NY",544,4593,NA
"205","RT @GandhiArekapudi: Interacted with the walkers at Botanical garden in Serilingampally Division along with TRS Party Candidate Smt. @Surab…","RahmanKhaleel2",1369486085856718848,"2021-03-10 03:11:41",0,2,"",6,119,NA
"206","Alex Party - Wrap me up","RVallesina",1369486082199482368,"2021-03-10 03:11:40",0,0,"Jesi",235,249,NA
